"index";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"Touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price"
573;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;44222
574;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 8250U ";1.6;4;"HDD";500;0;"Intel";"Windows";2;36497
575;"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";" Atom x5-Z8350 ";1.4;4;"SSD";32;0;"Intel";"Windows";1;13267
576;"Toshiba";"Ultrabook";14.0;1920;1080;1;"Intel";" Core i7 7500U ";2.7;16;"SSD";512;0;"Intel";"Windows";1;99367
577;"Lenovo";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 6820HK ";2.7;32;"Hybrid";256;1024;"Nvidia";"Windows";5;141885
578;"MSI";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7820HK ";2.9;16;"Hybrid";512;1024;"Nvidia";"Windows";4;145401
579;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"AMD";"Linux";2;39907
580;"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";" Celeron Quad Core N3450 ";1.1;4;"SSD";32;0;"Intel";"Windows";1;20726
581;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7300U ";2.6;8;"HDD";500;0;"Intel";"Windows";2;53734
582;"HP";"Notebook";13.3;1920;1080;0;"Intel";" Core i3 7100U ";2.4;4;"SSD";128;0;"Intel";"Windows";1;38308
583;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7600U ";2.8;16;"SSD";256;0;"Nvidia";"Windows";2;81912
584;"Dell";"Netbook";11.6;1366;768;0;"Intel";" Celeron Dual Core N3060 ";1.6;4;"Flash Storage";16;0;"Intel";"Other";1;15718
585;"MSI";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 6820HK ";2.7;16;"Hybrid";128;1024;"Nvidia";"Windows";4;125155
586;"HP";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";4;79813
587;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i7 6600U ";2.6;12;"SSD";256;0;"Intel";"Windows";8;89137
588;"Lenovo";"Notebook";15.6;1366;768;1;"Intel";" Core i7 8550U ";1.8;12;"HDD";1024;0;"Intel";"Windows";2;32448
589;"Asus";"Gaming";17.3;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"Hybrid";128;1024;"Nvidia";"Windows";3;94306
590;"Asus";"2 in 1 Convertible";15.6;1366;768;1;"Intel";" Core i5 7200U ";2.5;8;"HDD";1024;0;"Intel";"Windows";2;39374
591;"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";" A12-Series 9720P ";3.6;12;"SSD";512;0;"AMD";"Windows";2;50563
592;"Dell";"2 in 1 Convertible";31.6;1366;768;1;"Intel";" Core M 7Y30 ";1.0;4;"SSD";128;0;"Intel";"Windows";1;32128
593;"Samsung";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";128;1024;"Nvidia";"Windows";2;90523
594;"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";500;0;"Intel";"N/A";3;28185
595;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6100U ";2.3;8;"HDD";1024;0;"Intel";"Windows";2;24456
596;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i7 7500U ";2.7;8;"SSD";512;0;"Intel";"Windows";1;107892
597;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"SSD";256;0;"Intel";"Windows";2;78535
598;"Dell";"2 in 1 Convertible";12.5;1920;1080;1;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;88978
599;"Dell";"Workstation";15.6;1920;1080;1;"Intel";" Core i7 7700HQ ";2.8;8;"SSD";256;0;"Nvidia";"Windows";2;93933
600;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";2;64948
601;"HP";"Notebook";15.6;1366;768;0;"Intel";" Core i3 7100U ";2.4;4;"HDD";500;0;"Intel";"Windows";2;35617
602;"Acer";"Notebook";14.0;1920;1080;0;"Intel";" Celeron Quad Core N3450 ";1.1;4;"Flash Storage";32;0;"Intel";"Windows";2;17529
603;"MSI";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 6820HK ";2.7;16;"Hybrid";128;1024;"Nvidia";"Windows";4;117163
604;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";1024;0;"AMD";"Linux";2;24775
605;"MSI";"Gaming";15.6;3840;2160;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;2048;"Nvidia";"Windows";2;122491
606;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 6500U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;74539
607;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;6;"HDD";1024;0;"Intel";"Windows";2;30050
608;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";" Core i7 7700HQ ";2.8;8;"SSD";256;0;"Intel";"Windows";2;69211
609;"Acer";"Notebook";14.0;1366;768;0;"Intel";" Pentium Quad Core N3710 ";1.6;4;"Flash Storage";128;0;"Intel";"Windows";2;18595
610;"Lenovo";"Notebook";15.6;3840;2160;0;"Intel";" Xeon E3-1535M v6 ";3.1;32;"SSD";1024;0;"Nvidia";"Windows";2;261019
611;"Dell";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 6700HQ ";2.6;16;"HDD";1024;0;"Nvidia";"Windows";3;46834
612;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";1024;0;"Intel";"Linux";2;23651
613;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";1024;0;"Intel";"Linux";2;19128
614;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7300U ";2.6;4;"HDD";500;0;"Intel";"Linux";2;46300
615;"Asus";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";3;62231
617;"HP";"Ultrabook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";512;0;"Intel";"Windows";2;74006
618;"MSI";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3;120832
619;"Acer";"2 in 1 Convertible";11.6;1366;768;1;"Intel";" Celeron Quad Core N3160 ";1.6;4;"Flash Storage";32;0;"Intel";"Other";1;20193
620;"HP";"Notebook";14.0;1366;768;0;"Intel";" Core i5 7300U ";2.6;8;"SSD";256;0;"Intel";"Windows";2;59887
621;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 6200U ";2.3;8;"SSD";256;0;"Intel";"Windows";2;78055
622;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 8250U ";1.6;4;"HDD";1024;0;"AMD";"Windows";2;41345
623;"Fujitsu";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;42571
624;"HP";"Notebook";15.6;1366;768;0;"Intel";" Core i5 6200U ";2.3;4;"HDD";500;0;"Intel";"Windows";2;49657
626;"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";" Atom x5-Z8350 ";1.4;2;"Flash Storage";32;0;"Intel";"Windows";1;12734
627;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;4;"SSD";128;0;"Intel";"N/A";2;24935
628;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i5 7200U ";2.5;6;"HDD";1024;0;"Intel";"Windows";2;34046
630;"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i7 7500U ";2.7;16;"SSD";512;0;"Intel";"Windows";11;101232
631;"Dell";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3;78801
632;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 8250U ";1.6;4;"SSD";256;0;"Intel";"Windows";2;44169
633;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";1024;0;"Nvidia";"Windows";2;30849
634;"Asus";"Notebook";15.6;1366;768;0;"Intel";" Celeron Dual Core N3350 ";1.1;8;"HDD";1024;0;"Intel";"Windows";2;21259
635;"Asus";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"HDD";1024;0;"Nvidia";"Windows";2;48305
636;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";" Core i5 8250U ";1.6;8;"SSD";256;0;"Intel";"Windows";1;99580
637;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";" Celeron Dual Core N3060 ";1.6;2;"Flash Storage";32;0;"Intel";"Windows";1;13267
638;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";1;93635
639;"Dell";"Notebook";15.6;3840;2160;1;"Intel";" Core i7 7700HQ ";2.8;16;"SSD";1024;0;"Nvidia";"Windows";2;127819
640;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2;59088
641;"HP";"Notebook";17.0;1600;900;0;"AMD";" A9-Series 9420 ";3.0;8;"HDD";1024;0;"AMD";"Windows";3;27754
642;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i7 7500U ";2.7;16;"SSD";512;0;"Intel";"Windows";1;130536
643;"Asus";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"HDD";1024;0;"Nvidia";"N/A";2;62284
644;"Acer";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";500;0;"Intel";"Windows";2;23976
645;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";" Celeron Dual Core N3060 ";1.6;4;"Flash Storage";32;0;"Intel";"Windows";1;14599
646;"Acer";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;48964
647;"Razer";"Gaming";14.0;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"SSD";256;0;"Nvidia";"Windows";2;138475
648;"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";" Core i5 6200U ";2.3;8;"SSD";256;0;"Intel";"Windows";1;64629
649;"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";1;84396
650;"Asus";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 6820HK ";2.7;32;"SSD";512;0;"Nvidia";"Windows";4;149131
651;"Acer";"Gaming";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"HDD";1024;0;"Nvidia";"Linux";2;37776
652;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";" Core i5 8250U ";1.6;8;"SSD";256;0;"Intel";"Windows";1;77251
653;"MSI";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2;63499
654;"HP";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";500;0;"Intel";"N/A";2;19442
655;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"HDD";500;0;"Intel";"Windows";2;56690
656;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"SSD";256;0;"AMD";"Windows";6;48964
657;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 8550U ";1.8;16;"Hybrid";256;2048;"AMD";"Windows";2;60473
658;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 6700HQ ";2.6;8;"Hybrid";128;1024;"Nvidia";"Windows";3;63723
659;"Dell";"Gaming";17.3;3840;2160;0;"Intel";" Core i7 7700HQ ";2.8;32;"Hybrid";512;1024;"Nvidia";"Windows";4;167692
660;"Dell";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 6300U ";2.4;8;"SSD";256;0;"Intel";"Windows";2;65481
661;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";" Celeron Dual Core N3350 ";1.1;4;"HDD";500;0;"Intel";"Windows";2;22324
662;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 6200U ";2.3;4;"HDD";500;0;"Intel";"Windows";2;28505
663;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i3 6006U ";2.0;6;"HDD";1024;0;"AMD";"Windows";2;28718
664;"MSI";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";3;79215
665;"Toshiba";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6100U ";2.1;4;"SSD";128;0;"Intel";"Windows";2;26533
667;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"HDD";1024;0;"AMD";"Windows";2;39694
668;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;67026
669;"Acer";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"SSD";128;0;"Intel";"Linux";2;21951
670;"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";" Core i7 7600U ";2.8;8;"SSD";256;0;"Intel";"Windows";1;99519
671;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"Hybrid";128;1024;"AMD";"Windows";2;43580
672;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;55092
673;"Lenovo";"Notebook";35.6;1366;768;0;"AMD";" E-Series E2-9000 ";2.2;4;"SSD";128;0;"AMD";"Windows";2;18595
674;"HP";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";" Core i3 7100U ";2.4;4;"SSD";128;0;"Nvidia";"Windows";2;37243
675;"MSI";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";2;68944
676;"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;60473
677;"HP";"2 in 1 Convertible";11.6;1366;768;1;"Intel";" Celeron Dual Core N3350 ";1.1;8;"Flash Storage";64;0;"Intel";"Other";1;26374
678;"LG";"Ultrabook";15.6;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"SSD";512;0;"Intel";"Windows";1;122491
679;"Acer";"Gaming";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;16;"SSD";256;0;"Nvidia";"Windows";2;69211
680;"MSI";"Gaming";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"SSD";256;0;"Nvidia";"Windows";2;53168
681;"Asus";"Notebook";15.6;1366;768;0;"Intel";" Celeron Dual Core N3350 ";1.1;4;"SSD";128;0;"Intel";"Windows";2;22324
682;"Dell";"Gaming";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;16;"Hybrid";128;1024;"Nvidia";"Windows";3;109277
683;"HP";"Notebook";17.3;1920;1080;0;"Intel";" Core i3 6006U ";2.0;4;"SSD";256;0;"AMD";"Windows";2;37243
684;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i7 8550U ";1.8;8;"SSD";512;0;"Intel";"Windows";1;79867
685;"Dell";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7820HK ";2.9;16;"Hybrid";256;1024;"Nvidia";"Windows";3;149917
686;"HP";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7200U ";2.5;4;"HDD";500;0;"AMD";"Windows";2;32640
687;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";1024;0;"AMD";"Windows";2;29073
688;"HP";"Notebook";17.3;1920;1080;0;"AMD";" A10-Series 9600P ";2.4;6;"HDD";2048;0;"AMD";"Windows";3;30316
689;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";" Celeron Dual Core 3855U ";1.6;4;"HDD";500;0;"Intel";"Windows";2;16943
690;"Acer";"Notebook";14.0;1366;768;0;"Intel";" Celeron Dual Core 3855U ";1.6;4;"Flash Storage";32;0;"Intel";"Other";1;19980
691;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7200U ";2.5;4;"SSD";256;0;"Intel";"Windows";2;37243
692;"HP";"Workstation";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"HDD";500;0;"Nvidia";"Windows";3;101658
693;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";1;137995
694;"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;51841
695;"Acer";"Netbook";11.6;1366;768;0;"Intel";" Celeron Dual Core N3050 ";1.6;4;"Flash Storage";32;0;"Intel";"Windows";1;14332
696;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";" Core i7 7500U ";2.7;16;"SSD";512;0;"Intel";"Windows";1;93187
697;"Asus";"2 in 1 Convertible";12.5;1920;1080;1;"Intel";" Core M M3-6Y30 ";0.9;4;"Flash Storage";64;0;"Intel";"Other";1;35644
698;"Toshiba";"Ultrabook";13.3;1920;1080;1;"Intel";" Core i7 6500U ";2.5;16;"SSD";512;0;"Intel";"Windows";1;100007
700;"Dell";"Gaming";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"HDD";1024;0;"Nvidia";"Windows";3;43636
701;"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";" A9-Series 9420 ";2.9;4;"SSD";256;0;"AMD";"Windows";2;21259
702;"Lenovo";"Notebook";15.6;1366;768;0;"AMD";" A12-Series 9720P ";3.6;8;"HDD";1024;0;"AMD";"Windows";2;22857
703;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;4;"HDD";1024;1024;"Intel";"Windows";2;33111
704;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";500;0;"Intel";"N/A";2;23976
705;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;42358
706;"Acer";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i5 8250U ";1.6;1;"SSD";256;0;"Intel";"Windows";2;53227
707;"Lenovo";"Workstation";15.6;1920;1080;0;"Intel";" Core i7 6500U ";2.5;16;"SSD";512;0;"Nvidia";"Windows";2;98834
708;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 6300HQ ";2.3;8;"SSD";256;0;"Intel";"Windows";2;63456
709;"HP";"Notebook";17.3;1920;1080;0;"AMD";" A10-Series 9620P ";2.5;6;"HDD";2048;0;"AMD";"Windows";3;34899
710;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2;66547
711;"Dell";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7440HQ ";2.8;8;"SSD";256;0;"Nvidia";"Linux";2;58022
712;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"HDD";1024;0;"Intel";"Linux";2;38681
713;"Asus";"Notebook";14.0;1920;1080;0;"Intel";" Celeron Dual Core N3350 ";1.1;4;"Flash Storage";32;0;"Intel";"Windows";2;15877
714;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7300U ";2.6;16;"SSD";512;0;"Intel";"Windows";2;76012
715;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Nvidia";"Windows";2;45665
716;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7300U ";2.6;8;"SSD";256;0;"Intel";"Windows";2;62817
717;"Lenovo";"Notebook";15.6;1366;768;0;"AMD";" A6-Series 7310 ";2.0;4;"HDD";500;0;"AMD";"Windows";2;15877
718;"Mediacom";"Notebook";14.0;1920;1200;0;"Intel";" Atom Z8350 ";1.9;4;"HDD";32;0;"Intel";"Windows";1;14119
719;"HP";"Notebook";17.3;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Nvidia";"Windows";3;63936
720;"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";" Core i7 6500U ";2.5;64;"SSD";512;0;"Intel";"Windows";1;89864
721;"HP";"2 in 1 Convertible";13.3;1366;768;1;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;44574
722;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;79867
723;"Dell";"Gaming";17.3;3840;2160;0;"Intel";" Core i7 7700HQ ";2.8;32;"Hybrid";1024;1024;"Nvidia";"Windows";4;194973
724;"MSI";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";3;71847
725;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7200U ";2.5;4;"HDD";1024;0;"Intel";"N/A";2;26102
727;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i3 7100U ";2.4;4;"HDD";1024;0;"Intel";"Windows";2;34579
728;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7200U ";2.5;8;"HDD";1024;0;"AMD";"Linux";2;31410
729;"HP";"Notebook";15.6;1920;1080;0;"AMD";" A9-Series 9420 ";3.0;4;"HDD";1024;0;"AMD";"Windows";2;26054
730;"Acer";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 6700HQ ";2.6;16;"Hybrid";128;1024;"Nvidia";"Windows";4;103097
731;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7200U ";2.5;12;"HDD";1024;0;"Intel";"Windows";2;34579
732;"HP";"Notebook";15.6;1920;1080;0;"AMD";" A9-Series A9-9420 ";3.0;6;"Hybrid";128;1024;"AMD";"Windows";2;34632
733;"Acer";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7200U ";2.5;4;"HDD";500;0;"Intel";"Windows";2;29784
734;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;51149
735;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;4;"HDD";1024;0;"Intel";"Windows";2;41505
736;"HP";"Workstation";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"SSD";256;0;"Nvidia";"Windows";3;128884
737;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i5 8250U ";1.6;8;"HDD";1024;0;"Intel";"Windows";2;35112
738;"MSI";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";2;111594
739;"Acer";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";500;0;"Intel";"Windows";2;21887
740;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"Hybrid";128;1024;"Nvidia";"Windows";2;64309
741;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;8;"SSD";256;0;"Intel";"Windows";2;35431
742;"Toshiba";"Notebook";14.0;1920;1080;1;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;81785
743;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;53227
744;"Lenovo";"Workstation";15.6;3840;2160;0;"Intel";" Core i7 7600U ";2.8;16;"SSD";1024;0;"Nvidia";"Windows";2;175771
745;"Acer";"Notebook";14.0;1366;768;0;"Intel";" Celeron Dual Core N3060 ";1.6;2;"Flash Storage";32;0;"Intel";"Other";2;17582
746;"Samsung";"Ultrabook";13.3;1920;1080;0;"Intel";" Core i7 7500U ";2.7;16;"SSD";256;0;"Intel";"Windows";1;87859
748;"Dell";"Notebook";14.0;1366;768;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;60031
749;"HP";"Workstation";17.3;1920;1080;0;"Intel";" Xeon E3-1535M v5 ";2.9;16;"SSD";256;0;"Nvidia";"Windows";3;233846
750;"Lenovo";"Netbook";11.6;1366;768;1;"Intel";" Celeron Dual Core N3060 ";1.6;4;"SSD";128;0;"Intel";"Windows";1;25308
751;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 6300U ";2.4;8;"SSD";256;0;"Intel";"Windows";2;101232
752;"Asus";"Notebook";15.6;1366;768;0;"Intel";" Core i5 6300HQ ";2.3;4;"HDD";1024;0;"Nvidia";"N/A";2;30849
754;"Asus";"Notebook";15.6;1366;768;0;"Intel";" Core i7 7500U ";2.7;4;"SSD";256;0;"Intel";"Windows";2;45283
755;"Lenovo";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";" Core i5 6260U ";1.8;8;"SSD";256;0;"Intel";"Windows";1;63883
756;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"Hybrid";128;1024;"Nvidia";"Windows";2;58555
757;"HP";"Workstation";15.6;1920;1080;0;"Intel";" Core i7 6700HQ ";2.6;8;"SSD";256;0;"Nvidia";"Windows";3;83170
758;"Dell";"Gaming";15.6;3840;2160;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";4;152860
759;"Acer";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7200U ";2.5;4;"SSD";256;0;"Intel";"Windows";2;31915
760;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2;55837
761;"Dell";"Ultrabook";12.5;1920;1080;0;"Intel";" Core i7 7600U ";2.8;16;"SSD";256;0;"Intel";"Windows";1;99048
762;"Google";"Ultrabook";12.3;2400;1600;1;"Intel";" Core i5 7Y57 ";1.2;8;"SSD";256;0;"Intel";"Other";1;83064
763;"Asus";"Ultrabook";13.3;3200;1800;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;60153
764;"Dell";"Notebook";13.3;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";500;0;"Intel";"Windows";2;45235
765;"Acer";"Notebook";13.3;1366;768;0;"Intel";" Core i5 6200U ";2.3;4;"SSD";128;0;"Intel";"Windows";2;34898
